arrival_datetime,weekday,operation_id,service_time_min,branch_id
2025-06-17 10:25,Вт,OP03,13.7,BR01
2025-06-17 10:30,Вт,OP01,7.6,BR01
2025-06-17 10:32,Вт,OP01,4.9,BR01
2025-06-17 10:34,Вт,OP01,6.0,BR01
2025-06-17 10:37,Вт,OP05,42.8,BR01
2025-06-17 10:47,Вт,OP04,32.9,BR01
2025-06-17 10:49,Вт,OP01,4.5,BR01
2025-06-17 10:52,Вт,OP04,20.6,BR01
2025-06-17 10:53,Вт,OP01,4.5,BR01
2025-06-17 11:00,Вт,OP03,13.3,BR01
2025-06-17 11:02,Вт,OP05,34.0,BR01
2025-06-17 11:07,Вт,OP05,53.7,BR01
2025-06-17 11:11,Вт,OP02,12.6,BR01
2025-06-17 11:11,Вт,OP02,11.1,BR01
2025-06-17 11:14,Вт,OP01,6.6,BR01
2025-06-17 11:15,Вт,OP04,16.4,BR01
2025-06-17 11:16,Вт,OP01,4.9,BR01
2025-06-17 11:17,Вт,OP02,10.0,BR01
2025-06-17 11:20,Вт,OP04,31.6,BR01
2025-06-17 11:23,Вт,OP03,16.6,BR01
2025-06-17 11:23,Вт,OP02,14.5,BR01
2025-06-17 11:25,Вт,OP01,5.5,BR01
2025-06-17 11:30,Вт,OP05,49.0,BR01
2025-06-17 11:33,Вт,OP04,20.8,BR01
2025-06-17 11:36,Вт,OP04,28.8,BR01
2025-06-17 11:39,Вт,OP02,12.4,BR01
2025-06-17 11:43,Вт,OP06,48.3,BR01
2025-06-17 11:48,Вт,OP05,46.3,BR01
2025-06-17 11:52,Вт,OP01,4.8,BR01
2025-06-17 11:54,Вт,OP03,15.0,BR01
2025-06-17 11:55,Вт,OP04,26.5,BR01
2025-06-17 11:57,Вт,OP06,59.5,BR01
2025-06-17 11:57,Вт,OP03,14.5,BR01
2025-06-17 12:06,Вт,OP04,38.6,BR01
2025-06-17 12:06,Вт,OP02,8.6,BR01
2025-06-17 12:11,Вт,OP06,40.0,BR01
2025-06-17 12:12,Вт,OP01,6.1,BR01
2025-06-17 12:18,Вт,OP02,8.4,BR01
2025-06-17 12:20,Вт,OP04,21.8,BR01
2025-06-17 12:26,Вт,OP02,15.8,BR01
2025-06-17 12:27,Вт,OP05,47.3,BR01
2025-06-17 12:30,Вт,OP04,30.4,BR01
2025-06-17 12:33,Вт,OP03,14.7,BR01
2025-06-17 12:35,Вт,OP03,19.1,BR01
2025-06-17 12:36,Вт,OP01,7.4,BR01
2025-06-17 12:38,Вт,OP01,2.4,BR01
2025-06-17 12:51,Вт,OP01,4.7,BR01
2025-06-17 12:51,Вт,OP01,6.0,BR01
2025-06-17 12:55,Вт,OP03,15.3,BR01
2025-06-17 13:01,Вт,OP01,5.1,BR01
2025-06-17 13:05,Вт,OP02,9.0,BR01
2025-06-17 13:05,Вт,OP01,4.3,BR01
2025-06-17 13:05,Вт,OP01,2.6,BR01
2025-06-17 13:09,Вт,OP05,53.8,BR01
2025-06-17 13:10,Вт,OP01,4.7,BR01
2025-06-17 13:19,Вт,OP01,2.0,BR01
2025-06-17 13:20,Вт,OP03,18.1,BR01
2025-06-17 13:23,Вт,OP04,16.3,BR01
2025-06-17 13:28,Вт,OP04,20.0,BR01
2025-06-17 13:35,Вт,OP01,5.3,BR01
2025-06-17 13:36,Вт,OP02,13.6,BR01
2025-06-17 13:39,Вт,OP01,2.7,BR01
2025-06-17 13:40,Вт,OP04,19.1,BR01
2025-06-17 13:45,Вт,OP01,4.0,BR01
2025-06-17 13:47,Вт,OP02,6.9,BR01
2025-06-17 13:47,Вт,OP04,31.1,BR01
2025-06-17 13:58,Вт,OP01,5.8,BR01
2025-06-17 13:59,Вт,OP05,42.7,BR01
2025-06-17 14:02,Вт,OP03,17.8,BR01
2025-06-17 14:30,Вт,OP02,8.0,BR01
2025-06-17 14:47,Вт,OP01,4.3,BR01
2025-06-17 14:53,Вт,OP01,4.2,BR01
2025-06-17 14:55,Вт,OP03,14.2,BR01
2025-06-17 15:00,Вт,OP04,22.0,BR01
2025-06-17 15:05,Вт,OP02,8.5,BR01
2025-06-17 15:19,Вт,OP01,6.2,BR01
2025-06-17 15:30,Вт,OP03,11.3,BR01
2025-06-17 15:33,Вт,OP04,29.2,BR01
2025-06-17 15:34,Вт,OP01,6.7,BR01
2025-06-17 15:36,Вт,OP02,6.9,BR01
2025-06-17 15:37,Вт,OP03,10.2,BR01
2025-06-17 15:40,Вт,OP03,13.3,BR01
2025-06-17 15:44,Вт,OP03,20.4,BR01
2025-06-17 15:44,Вт,OP05,50.8,BR01
2025-06-17 15:51,Вт,OP01,5.0,BR01
2025-06-17 16:00,Вт,OP02,8.6,BR01
2025-06-17 16:07,Вт,OP03,12.1,BR01
2025-06-17 16:07,Вт,OP06,25.0,BR01
2025-06-17 16:09,Вт,OP01,5.1,BR01
2025-06-17 16:11,Вт,OP01,7.0,BR01
2025-06-17 16:11,Вт,OP06,55.7,BR01
2025-06-17 16:14,Вт,OP01,2.0,BR01
2025-06-17 16:15,Вт,OP02,13.1,BR01
2025-06-17 16:18,Вт,OP03,8.0,BR01
2025-06-17 16:18,Вт,OP01,4.3,BR01
2025-06-17 16:20,Вт,OP01,7.4,BR01
2025-06-17 16:23,Вт,OP01,5.2,BR01
2025-06-17 16:23,Вт,OP02,10.7,BR01
2025-06-17 16:30,Вт,OP01,4.2,BR01
2025-06-17 16:34,Вт,OP04,11.6,BR01
2025-06-17 16:39,Вт,OP02,8.4,BR01
2025-06-17 16:47,Вт,OP03,16.8,BR01
2025-06-17 16:51,Вт,OP05,45.4,BR01
2025-06-17 16:51,Вт,OP02,12.2,BR01
2025-06-17 16:53,Вт,OP02,9.7,BR01
2025-06-17 16:53,Вт,OP04,18.1,BR01
2025-06-17 16:56,Вт,OP03,12.6,BR01
2025-06-17 16:57,Вт,OP04,31.2,BR01
2025-06-17 17:00,Вт,OP06,29.9,BR01
2025-06-17 17:12,Вт,OP02,10.5,BR01
2025-06-17 17:13,Вт,OP02,6.4,BR01
2025-06-17 17:15,Вт,OP03,8.0,BR01
2025-06-17 17:19,Вт,OP01,6.6,BR01
2025-06-17 17:20,Вт,OP01,5.7,BR01
2025-06-17 17:23,Вт,OP04,25.1,BR01
2025-06-17 17:25,Вт,OP04,14.8,BR01
2025-06-17 17:43,Вт,OP06,58.1,BR01
2025-06-17 17:43,Вт,OP03,20.9,BR01
2025-06-17 17:44,Вт,OP03,11.3,BR01
2025-06-17 17:45,Вт,OP01,5.3,BR01
2025-06-17 17:46,Вт,OP01,4.5,BR01
2025-06-17 17:47,Вт,OP06,33.9,BR01
2025-06-17 17:56,Вт,OP01,2.3,BR01
2025-06-17 17:59,Вт,OP03,19.1,BR01
2025-06-17 17:59,Вт,OP06,50.3,BR01
2025-06-17 18:02,Вт,OP02,7.8,BR01
2025-06-17 18:20,Вт,OP06,60.8,BR01
2025-06-17 18:22,Вт,OP03,13.2,BR01
2025-06-17 18:22,Вт,OP02,5.0,BR01
2025-06-17 18:23,Вт,OP02,10.6,BR01
2025-06-17 18:28,Вт,OP03,9.4,BR01
2025-06-17 18:35,Вт,OP01,2.9,BR01
2025-06-17 18:36,Вт,OP01,4.4,BR01
2025-06-17 18:38,Вт,OP05,44.0,BR01
2025-06-17 18:44,Вт,OP03,19.5,BR01
2025-06-17 18:44,Вт,OP02,9.6,BR01
2025-06-17 18:46,Вт,OP01,8.5,BR01
2025-06-17 18:50,Вт,OP03,8.9,BR01
2025-06-17 18:52,Вт,OP01,4.6,BR01
2025-06-18 09:02,Ср,OP01,4.5,BR01
2025-06-18 09:04,Ср,OP03,12.0,BR01
2025-06-18 09:04,Ср,OP01,6.2,BR01
2025-06-18 09:04,Ср,OP01,7.6,BR01
2025-06-18 09:05,Ср,OP02,8.2,BR01
2025-06-18 09:06,Ср,OP02,11.4,BR01
2025-06-18 09:14,Ср,OP03,14.1,BR01
2025-06-18 09:24,Ср,OP03,16.4,BR01
2025-06-18 09:31,Ср,OP01,7.8,BR01
2025-06-18 09:33,Ср,OP03,13.7,BR01
2025-06-18 09:34,Ср,OP04,29.5,BR01
2025-06-18 09:39,Ср,OP01,3.5,BR01
2025-06-18 09:47,Ср,OP05,32.7,BR01
2025-06-18 09:49,Ср,OP03,22.0,BR01
2025-06-18 09:54,Ср,OP02,8.1,BR01
2025-06-18 09:56,Ср,OP01,2.7,BR01
2025-06-18 09:59,Ср,OP05,33.0,BR01
2025-06-18 10:02,Ср,OP04,26.6,BR01
2025-06-18 10:06,Ср,OP01,5.2,BR01
2025-06-18 10:06,Ср,OP04,14.4,BR01
2025-06-18 10:10,Ср,OP03,8.0,BR01
2025-06-18 10:12,Ср,OP02,12.9,BR01
2025-06-18 10:13,Ср,OP06,44.8,BR01
2025-06-18 10:15,Ср,OP03,21.0,BR01
2025-06-18 10:20,Ср,OP05,27.9,BR01
2025-06-18 10:26,Ср,OP04,25.8,BR01
2025-06-18 10:32,Ср,OP02,6.3,BR01
2025-06-18 10:35,Ср,OP02,8.8,BR01
2025-06-18 10:39,Ср,OP01,4.3,BR01
2025-06-18 10:44,Ср,OP03,11.5,BR01
2025-06-18 10:56,Ср,OP01,5.7,BR01
2025-06-18 10:57,Ср,OP01,2.3,BR01
2025-06-18 11:00,Ср,OP04,31.0,BR01
2025-06-18 11:04,Ср,OP04,26.3,BR01
2025-06-18 11:09,Ср,OP01,3.4,BR01
2025-06-18 11:14,Ср,OP01,3.6,BR01
2025-06-18 11:16,Ср,OP02,5.0,BR01
2025-06-18 11:16,Ср,OP04,31.8,BR01
2025-06-18 11:18,Ср,OP03,8.0,BR01
2025-06-18 11:19,Ср,OP01,4.3,BR01
2025-06-18 11:29,Ср,OP02,11.9,BR01
2025-06-18 11:35,Ср,OP05,37.3,BR01
2025-06-18 11:37,Ср,OP01,6.5,BR01
2025-06-18 11:38,Ср,OP01,3.1,BR01
2025-06-18 11:44,Ср,OP04,37.6,BR01
2025-06-18 11:52,Ср,OP04,30.9,BR01
2025-06-18 11:52,Ср,OP05,34.1,BR01
2025-06-18 11:58,Ср,OP03,8.0,BR01
2025-06-18 11:58,Ср,OP01,6.1,BR01
2025-06-18 12:03,Ср,OP01,7.4,BR01
2025-06-18 12:03,Ср,OP03,18.2,BR01
2025-06-18 12:08,Ср,OP04,24.8,BR01
2025-06-18 12:09,Ср,OP02,11.0,BR01
2025-06-18 12:09,Ср,OP01,7.3,BR01
2025-06-18 12:16,Ср,OP01,2.0,BR01
2025-06-18 12:18,Ср,OP04,24.8,BR01
2025-06-18 12:19,Ср,OP01,3.5,BR01
2025-06-18 12:25,Ср,OP06,57.6,BR01
2025-06-18 12:44,Ср,OP03,20.6,BR01
2025-06-18 12:44,Ср,OP01,8.1,BR01
2025-06-18 12:47,Ср,OP03,14.4,BR01
2025-06-18 12:48,Ср,OP03,11.5,BR01
2025-06-18 12:49,Ср,OP02,10.5,BR01
2025-06-18 12:49,Ср,OP03,14.5,BR01
2025-06-18 12:51,Ср,OP03,16.5,BR01
2025-06-18 12:55,Ср,OP04,33.1,BR01
2025-06-18 12:56,Ср,OP04,11.1,BR01
2025-06-18 13:07,Ср,OP04,25.5,BR01
2025-06-18 13:09,Ср,OP05,53.9,BR01
2025-06-18 13:10,Ср,OP06,28.7,BR01
2025-06-18 13:12,Ср,OP03,15.6,BR01
2025-06-18 13:19,Ср,OP02,14.5,BR01
2025-06-18 13:20,Ср,OP02,7.1,BR01
2025-06-18 13:23,Ср,OP02,12.0,BR01
2025-06-18 13:27,Ср,OP02,12.4,BR01
2025-06-18 13:28,Ср,OP01,2.4,BR01
2025-06-18 13:30,Ср,OP03,8.0,BR01
2025-06-18 13:39,Ср,OP04,28.6,BR01
2025-06-18 13:46,Ср,OP05,34.6,BR01
2025-06-18 13:47,Ср,OP02,10.1,BR01
2025-06-18 13:52,Ср,OP01,4.5,BR01
2025-06-18 13:52,Ср,OP01,3.0,BR01
2025-06-18 13:59,Ср,OP03,18.9,BR01
2025-06-18 14:01,Ср,OP02,9.9,BR01
2025-06-18 14:01,Ср,OP02,13.0,BR01
2025-06-18 14:16,Ср,OP03,8.0,BR01
2025-06-18 14:16,Ср,OP01,3.6,BR01
2025-06-18 14:18,Ср,OP01,4.5,BR01
2025-06-18 14:29,Ср,OP03,11.2,BR01
2025-06-18 14:34,Ср,OP02,7.9,BR01
2025-06-18 14:44,Ср,OP04,10.0,BR01
2025-06-18 15:00,Ср,OP01,3.4,BR01
2025-06-18 15:24,Ср,OP01,9.0,BR01
2025-06-18 15:24,Ср,OP02,8.4,BR01
2025-06-18 15:31,Ср,OP05,20.0,BR01
2025-06-18 15:55,Ср,OP01,3.9,BR01
2025-06-18 15:58,Ср,OP03,8.8,BR01
2025-06-18 16:01,Ср,OP01,6.5,BR01
2025-06-18 16:10,Ср,OP01,4.2,BR01
2025-06-18 16:14,Ср,OP01,3.3,BR01
2025-06-18 16:19,Ср,OP01,3.3,BR01
2025-06-18 16:19,Ср,OP05,34.0,BR01
2025-06-18 16:24,Ср,OP05,42.9,BR01
2025-06-18 16:31,Ср,OP02,8.8,BR01
2025-06-18 16:32,Ср,OP01,6.4,BR01
2025-06-18 16:33,Ср,OP06,68.4,BR01
2025-06-18 16:34,Ср,OP01,6.6,BR01
2025-06-18 16:35,Ср,OP05,64.8,BR01
2025-06-18 16:36,Ср,OP01,3.1,BR01
2025-06-18 16:39,Ср,OP05,36.0,BR01
2025-06-18 16:52,Ср,OP06,84.4,BR01
2025-06-18 16:57,Ср,OP02,13.2,BR01
2025-06-18 17:01,Ср,OP04,21.2,BR01
2025-06-18 17:07,Ср,OP01,5.6,BR01
2025-06-18 17:11,Ср,OP01,7.8,BR01
2025-06-18 17:12,Ср,OP01,3.9,BR01
2025-06-18 17:13,Ср,OP03,20.5,BR01
2025-06-18 17:14,Ср,OP03,15.1,BR01
2025-06-18 17:19,Ср,OP04,10.0,BR01
2025-06-18 17:34,Ср,OP06,54.7,BR01
2025-06-18 17:37,Ср,OP03,18.1,BR01
2025-06-18 17:38,Ср,OP03,14.4,BR01
2025-06-18 17:47,Ср,OP05,37.9,BR01
2025-06-18 17:49,Ср,OP01,10.0,BR01
2025-06-18 17:56,Ср,OP06,62.4,BR01
2025-06-18 17:57,Ср,OP02,16.5,BR01
2025-06-18 17:57,Ср,OP03,14.8,BR01
2025-06-18 17:59,Ср,OP03,16.0,BR01
2025-06-18 18:02,Ср,OP03,18.6,BR01
2025-06-18 18:05,Ср,OP04,26.8,BR01
2025-06-18 18:12,Ср,OP04,41.8,BR01
2025-06-18 18:14,Ср,OP01,5.2,BR01
2025-06-18 18:14,Ср,OP04,16.2,BR01
2025-06-18 18:25,Ср,OP03,8.0,BR01
2025-06-18 18:27,Ср,OP02,5.3,BR01
2025-06-18 18:28,Ср,OP05,49.2,BR01
2025-06-18 18:30,Ср,OP01,6.3,BR01
2025-06-18 18:31,Ср,OP04,36.2,BR01
2025-06-18 18:41,Ср,OP02,7.2,BR01
2025-06-18 18:45,Ср,OP04,22.4,BR01
2025-06-18 18:47,Ср,OP03,8.0,BR01
2025-06-18 18:48,Ср,OP06,82.8,BR01
2025-06-18 18:54,Ср,OP02,8.2,BR01
2025-06-19 09:03,Чт,OP01,2.0,BR01
2025-06-19 09:09,Чт,OP02,9.2,BR01
2025-06-19 09:15,Чт,OP02,5.7,BR01
2025-06-19 09:25,Чт,OP06,64.4,BR01
2025-06-19 09:25,Чт,OP02,7.7,BR01
2025-06-19 09:28,Чт,OP02,14.4,BR01
2025-06-19 09:28,Чт,OP01,2.0,BR01
2025-06-19 09:29,Чт,OP01,3.8,BR01
2025-06-19 09:29,Чт,OP01,3.7,BR01
2025-06-19 09:32,Чт,OP01,4.3,BR01
2025-06-19 09:44,Чт,OP02,16.5,BR01
2025-06-19 09:45,Чт,OP04,35.3,BR01
2025-06-19 09:48,Чт,OP03,16.2,BR01
2025-06-19 09:49,Чт,OP04,31.2,BR01
2025-06-19 09:49,Чт,OP03,20.0,BR01
2025-06-19 09:57,Чт,OP01,6.2,BR01
2025-06-19 10:21,Чт,OP03,15.8,BR01
2025-06-19 10:24,Чт,OP03,17.9,BR01
2025-06-19 10:33,Чт,OP04,21.9,BR01
2025-06-19 10:39,Чт,OP06,25.0,BR01
2025-06-19 10:40,Чт,OP02,12.5,BR01
2025-06-19 10:42,Чт,OP05,42.9,BR01
2025-06-19 10:45,Чт,OP04,35.5,BR01
2025-06-19 10:49,Чт,OP04,28.8,BR01
2025-06-19 11:07,Чт,OP05,40.8,BR01
2025-06-19 11:15,Чт,OP01,3.8,BR01
2025-06-19 11:18,Чт,OP03,8.0,BR01
2025-06-19 11:26,Чт,OP01,4.4,BR01
2025-06-19 11:28,Чт,OP01,3.1,BR01
2025-06-19 11:29,Чт,OP02,5.0,BR01
2025-06-19 11:38,Чт,OP05,40.2,BR01
2025-06-19 11:38,Чт,OP01,6.2,BR01
2025-06-19 11:48,Чт,OP01,5.0,BR01
2025-06-19 12:03,Чт,OP01,6.2,BR01
2025-06-19 12:18,Чт,OP03,14.9,BR01
2025-06-19 12:21,Чт,OP05,33.6,BR01
2025-06-19 12:22,Чт,OP01,5.6,BR01
2025-06-19 12:29,Чт,OP04,20.5,BR01
2025-06-19 12:40,Чт,OP03,12.3,BR01
2025-06-19 12:44,Чт,OP04,15.8,BR01
2025-06-19 12:52,Чт,OP01,5.3,BR01
2025-06-19 12:54,Чт,OP01,2.6,BR01
2025-06-19 13:07,Чт,OP04,23.5,BR01
2025-06-19 13:13,Чт,OP03,21.3,BR01
2025-06-19 13:18,Чт,OP02,11.7,BR01
2025-06-19 13:23,Чт,OP05,47.0,BR01
2025-06-19 13:23,Чт,OP05,44.7,BR01
2025-06-19 13:33,Чт,OP01,7.4,BR01
2025-06-19 13:40,Чт,OP03,20.1,BR01
2025-06-19 13:52,Чт,OP01,2.7,BR01
2025-06-19 14:05,Чт,OP02,7.4,BR01
2025-06-19 14:08,Чт,OP03,8.0,BR01
2025-06-19 14:38,Чт,OP05,39.2,BR01
2025-06-19 14:39,Чт,OP02,13.9,BR01
2025-06-19 14:45,Чт,OP01,2.0,BR01
2025-06-19 15:01,Чт,OP02,11.4,BR01
2025-06-19 15:11,Чт,OP05,40.9,BR01
2025-06-19 15:12,Чт,OP01,6.6,BR01
2025-06-19 15:13,Чт,OP04,12.5,BR01
2025-06-19 15:26,Чт,OP02,8.1,BR01
2025-06-19 15:31,Чт,OP02,10.1,BR01
2025-06-19 16:09,Чт,OP03,19.8,BR01
2025-06-19 16:19,Чт,OP01,8.5,BR01
2025-06-19 16:21,Чт,OP02,10.2,BR01
2025-06-19 16:21,Чт,OP04,25.9,BR01
2025-06-19 16:21,Чт,OP02,7.7,BR01
2025-06-19 16:35,Чт,OP02,14.6,BR01
2025-06-19 16:36,Чт,OP03,18.1,BR01
2025-06-19 16:40,Чт,OP01,7.2,BR01
2025-06-19 16:40,Чт,OP01,4.3,BR01
2025-06-19 16:41,Чт,OP01,3.2,BR01
2025-06-19 16:52,Чт,OP02,9.7,BR01
2025-06-19 16:59,Чт,OP03,22.7,BR01
2025-06-19 17:11,Чт,OP03,20.5,BR01
2025-06-19 17:17,Чт,OP04,41.8,BR01
2025-06-19 17:19,Чт,OP03,8.0,BR01
2025-06-19 17:21,Чт,OP06,29.8,BR01
2025-06-19 17:36,Чт,OP03,8.1,BR01
2025-06-19 17:43,Чт,OP01,3.7,BR01
2025-06-19 17:43,Чт,OP02,9.5,BR01
2025-06-19 17:45,Чт,OP05,27.5,BR01
2025-06-19 17:45,Чт,OP01,3.0,BR01
2025-06-19 17:58,Чт,OP05,24.0,BR01
2025-06-19 18:01,Чт,OP04,20.5,BR01
2025-06-19 18:02,Чт,OP04,32.4,BR01
2025-06-19 18:07,Чт,OP02,12.5,BR01
2025-06-19 18:15,Чт,OP02,11.8,BR01
2025-06-19 18:46,Чт,OP05,61.1,BR01
2025-06-19 18:53,Чт,OP06,52.7,BR01
2025-06-19 18:57,Чт,OP02,12.5,BR01
2025-06-20 09:00,Пт,OP01,8.7,BR01
2025-06-20 09:08,Пт,OP01,6.9,BR01
2025-06-20 09:20,Пт,OP01,7.6,BR01
2025-06-20 09:29,Пт,OP05,53.6,BR01
2025-06-20 09:33,Пт,OP03,8.3,BR01
2025-06-20 09:47,Пт,OP01,7.1,BR01
2025-06-20 09:55,Пт,OP02,10.7,BR01
2025-06-20 09:55,Пт,OP01,6.1,BR01
2025-06-20 10:06,Пт,OP01,4.3,BR01
2025-06-20 10:08,Пт,OP01,5.5,BR01
2025-06-20 10:12,Пт,OP01,3.9,BR01
2025-06-20 10:15,Пт,OP01,3.4,BR01
2025-06-20 10:17,Пт,OP03,16.1,BR01
2025-06-20 10:17,Пт,OP01,2.0,BR01
2025-06-20 10:17,Пт,OP01,7.5,BR01
2025-06-20 10:22,Пт,OP03,13.4,BR01
2025-06-20 10:24,Пт,OP01,4.6,BR01
2025-06-20 10:34,Пт,OP02,15.9,BR01
2025-06-20 10:36,Пт,OP04,21.5,BR01
2025-06-20 10:51,Пт,OP01,9.7,BR01
2025-06-20 11:01,Пт,OP01,3.5,BR01
2025-06-20 11:06,Пт,OP02,5.6,BR01
2025-06-20 11:08,Пт,OP01,6.0,BR01
2025-06-20 11:12,Пт,OP04,30.7,BR01
2025-06-20 11:14,Пт,OP01,2.8,BR01
2025-06-20 11:21,Пт,OP04,31.5,BR01
2025-06-20 11:27,Пт,OP02,8.2,BR01
2025-06-20 11:40,Пт,OP04,10.0,BR01
2025-06-20 11:42,Пт,OP04,40.9,BR01
2025-06-20 11:43,Пт,OP03,15.6,BR01
2025-06-20 11:44,Пт,OP02,8.3,BR01
2025-06-20 11:44,Пт,OP05,34.8,BR01
2025-06-20 11:48,Пт,OP02,13.2,BR01
2025-06-20 11:57,Пт,OP03,19.3,BR01
2025-06-20 12:04,Пт,OP04,36.7,BR01
2025-06-20 12:04,Пт,OP03,26.2,BR01
2025-06-20 12:06,Пт,OP04,33.9,BR01
2025-06-20 12:07,Пт,OP02,8.2,BR01
2025-06-20 12:13,Пт,OP04,13.2,BR01
2025-06-20 12:15,Пт,OP03,8.0,BR01
2025-06-20 12:21,Пт,OP03,15.6,BR01
2025-06-20 12:24,Пт,OP01,3.4,BR01
2025-06-20 12:25,Пт,OP03,9.0,BR01
2025-06-20 12:27,Пт,OP03,10.3,BR01
2025-06-20 12:29,Пт,OP02,10.3,BR01
2025-06-20 12:35,Пт,OP03,16.6,BR01
2025-06-20 12:36,Пт,OP01,7.9,BR01
2025-06-20 12:45,Пт,OP03,8.3,BR01
2025-06-20 12:49,Пт,OP02,10.4,BR01
2025-06-20 12:50,Пт,OP01,7.2,BR01
2025-06-20 13:03,Пт,OP01,6.7,BR01
2025-06-20 13:20,Пт,OP01,7.9,BR01
2025-06-20 13:27,Пт,OP04,43.1,BR01
2025-06-20 13:31,Пт,OP03,10.2,BR01
2025-06-20 13:32,Пт,OP02,10.2,BR01
2025-06-20 13:34,Пт,OP01,5.9,BR01
2025-06-20 13:39,Пт,OP03,17.5,BR01
2025-06-20 13:43,Пт,OP04,26.0,BR01
2025-06-20 13:50,Пт,OP05,31.9,BR01
2025-06-20 13:51,Пт,OP01,5.7,BR01
2025-06-20 13:57,Пт,OP04,10.0,BR01
2025-06-20 13:58,Пт,OP02,10.3,BR01
2025-06-20 14:03,Пт,OP01,6.6,BR01
2025-06-20 14:08,Пт,OP05,59.9,BR01
2025-06-20 14:24,Пт,OP02,11.6,BR01
2025-06-20 14:27,Пт,OP04,19.5,BR01
2025-06-20 14:35,Пт,OP04,14.9,BR01
2025-06-20 14:55,Пт,OP01,8.1,BR01
2025-06-20 15:08,Пт,OP01,4.3,BR01
2025-06-20 15:12,Пт,OP03,10.2,BR01
2025-06-20 15:27,Пт,OP03,12.0,BR01
2025-06-20 15:27,Пт,OP06,55.4,BR01
2025-06-20 15:29,Пт,OP05,32.2,BR01
2025-06-20 15:39,Пт,OP01,2.0,BR01
2025-06-20 15:51,Пт,OP02,11.2,BR01
2025-06-20 15:53,Пт,OP05,43.1,BR01
2025-06-20 15:55,Пт,OP03,12.6,BR01
2025-06-20 15:56,Пт,OP02,8.7,BR01
2025-06-20 16:02,Пт,OP03,14.4,BR01
2025-06-20 16:05,Пт,OP01,2.5,BR01
2025-06-20 16:05,Пт,OP02,8.3,BR01
2025-06-20 16:14,Пт,OP01,3.2,BR01
2025-06-20 16:17,Пт,OP02,6.1,BR01
2025-06-20 16:19,Пт,OP03,8.3,BR01
2025-06-20 16:26,Пт,OP05,37.7,BR01
2025-06-20 16:32,Пт,OP02,11.3,BR01
2025-06-20 16:38,Пт,OP01,2.0,BR01
2025-06-20 16:40,Пт,OP04,21.2,BR01
2025-06-20 16:42,Пт,OP01,2.6,BR01
2025-06-20 16:45,Пт,OP02,10.1,BR01
2025-06-20 16:45,Пт,OP02,5.0,BR01
2025-06-20 16:46,Пт,OP03,20.3,BR01
2025-06-20 17:03,Пт,OP03,15.5,BR01
2025-06-20 17:04,Пт,OP05,39.1,BR01
2025-06-20 17:05,Пт,OP01,3.8,BR01
2025-06-20 17:10,Пт,OP01,7.9,BR01
2025-06-20 17:16,Пт,OP01,3.8,BR01
2025-06-20 17:16,Пт,OP01,5.9,BR01
2025-06-20 17:17,Пт,OP01,6.1,BR01
2025-06-20 17:18,Пт,OP04,20.3,BR01
2025-06-20 17:32,Пт,OP05,28.9,BR01
2025-06-20 17:36,Пт,OP04,10.0,BR01
2025-06-20 17:37,Пт,OP04,28.2,BR01
2025-06-20 17:42,Пт,OP02,10.8,BR01
2025-06-20 17:44,Пт,OP01,3.5,BR01
2025-06-20 17:46,Пт,OP04,18.8,BR01
2025-06-20 17:51,Пт,OP01,7.4,BR01
2025-06-20 17:57,Пт,OP02,10.6,BR01
2025-06-20 18:03,Пт,OP01,8.7,BR01
2025-06-20 18:05,Пт,OP06,39.5,BR01
2025-06-20 18:11,Пт,OP04,29.7,BR01
2025-06-20 18:15,Пт,OP03,14.5,BR01
2025-06-20 18:22,Пт,OP01,4.7,BR01
2025-06-20 18:25,Пт,OP02,5.0,BR01
2025-06-20 18:26,Пт,OP04,32.7,BR01
2025-06-20 18:36,Пт,OP04,20.2,BR01
2025-06-20 18:38,Пт,OP05,46.6,BR01
2025-06-21 09:02,Сб,OP01,3.2,BR01
2025-06-21 09:14,Сб,OP02,11.1,BR01
2025-06-21 09:15,Сб,OP04,27.9,BR01
2025-06-21 09:27,Сб,OP01,7.5,BR01
2025-06-21 09:33,Сб,OP03,17.9,BR01
2025-06-21 09:37,Сб,OP04,13.1,BR01
2025-06-21 09:41,Сб,OP03,8.0,BR01
2025-06-21 09:45,Сб,OP02,9.7,BR01
2025-06-21 09:51,Сб,OP01,6.6,BR01
2025-06-21 09:54,Сб,OP02,9.5,BR01
2025-06-21 09:58,Сб,OP03,14.4,BR01
2025-06-21 09:59,Сб,OP04,19.9,BR01
2025-06-21 10:00,Сб,OP03,15.4,BR01
2025-06-21 10:04,Сб,OP03,22.1,BR01
2025-06-21 10:06,Сб,OP02,9.6,BR01
2025-06-21 10:11,Сб,OP01,4.6,BR01
2025-06-21 10:11,Сб,OP05,32.4,BR01
2025-06-21 10:12,Сб,OP01,6.6,BR01
2025-06-21 10:20,Сб,OP01,5.3,BR01
2025-06-21 10:24,Сб,OP03,20.2,BR01
2025-06-21 10:38,Сб,OP03,14.3,BR01
2025-06-21 10:39,Сб,OP01,7.7,BR01
2025-06-21 10:42,Сб,OP04,12.8,BR01
2025-06-21 10:43,Сб,OP02,10.5,BR01
2025-06-21 10:44,Сб,OP01,4.2,BR01
2025-06-21 10:53,Сб,OP01,3.9,BR01
2025-06-21 10:54,Сб,OP03,12.6,BR01
2025-06-21 10:59,Сб,OP06,52.8,BR01
